Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
42, ผัด,ผัดหมี่โคราช,เส้นจันทร์ 1 ถ้วย,ไข่ไก่ 1 ฟอง,กระเทียม 3 กลีบ นำมาบดละเอียด,หอมแดง 2 หัว นำมาบดละเอียด,หัวไชโป้ 1 ช้อนชา,เต้าหู้แผ่น 2 ช้อนโต้ะ หั่นเต๋าเล็กๆ,เนื้อหมูสับ 2 ช้อนโต้ะ,เต้าเจี้ยวบด 1 ช้อนโต้ะ,น้ำปลา 2 ช้อนโต้ะ,น้ำตาลปี๊บ 2 ช้อนโต้ะ,น้ำมะขามเปียก 1 ช้อนโต้ะ,ซอสซีอิ้วดำ 1 ช้อนชา,พริกไทยป่น 1 ช้อนชา,น้ำเปล่า 3 ช้อนโต้ะ,น้ำมันพืช 2 ช้อนโต้ะ,ถั่วงอก 1 กำมือ,ต้นหอม 1 ต้นนำมาหั่นเป็นท่อนๆ,,,,,,,,,
43, ผัด,ไส้อ่อนผัดพริกเกลือ,ไส้อ่อน 1 พวง,ซอสปรุงรส 5 ช้อนโต้ะ สำหรับต้มไส้อ่อน,พริกไทยแห้งเม็ด 5 ช้อนโต้ะ,เกลือ 2 ช้อนโต้ะ สำหรับต้มไส้อ่อน,เกลือ 1 ช้อนโต้ะ สำหรับผัด,พริกไทยป่น 1 ช้อนโต้ะ,กระเทียมสับหยาบๆ 2 ช้อนโต้ะ,พริกขี้หนูสวน สับหยาบๆ 2 ช้อนโต้ะ,พริกชี้ฟ้า สับหยาบๆ 2 ช้อนโต้ะ,รากผักชี สับหยาบ ๆ 2 ช้อนโต้ะ,ผงปรุงรส 1 ช้อนชา,น้ำตาลทราย 1 ช้อนชา,ต้นหอมซอย 2 ช้อนโต้ะ,แป้งข้าวโพด 2 ช้อนโต้ะ,น้ำมันสำหรับทอด,,,,,,,,,,,
44, ผัด,ผัดสะตอปลา,เนื้อปลาช่อน 10-15 ชิ้น หั่นให้เป็นชิ้นขนาดพอดีคำ,สะตอ 10-15 เม็ด นำมาผ่าครึ่ง,หอมแดงหัวแดง 1 หัว นำมาซอย,กระเทียม 2-3 กลีบ นำมาซอย,พริกขี้หนูสวน 5-6 เม็ด นำมาซอย,กะปิ 1 ช้อนชา,น้ำปลา 1 ช้อนโต๊ะ,น้ำตาลปี๊บ 1 ช้อนชา,ใบมะกรูดซอย 3 ใบ,น้ำเปล่า 2 ช้อนโต๊ะ,น้ำมันพืช สำหรับผัด 2 ช้อนโต้ะ,,,,,,,,,,,,,,,
45, ผัด,ปลากะพงผัดสะตอ,เนื้อปลากระพง 10-15 ชิ้น หั่นให้เป็นชิ้นขนาดพอดีคำ,เกลือป่น 1 ช้อนชา,แป้งข้าวโพด 4 ช้อนโต้ะ,สะตอ 10-15 เม็ด นำมาผ่าครึ่ง,หอมแดงหัวแดง 1 หัว นำมาซอย,กระเทียม 2-3 กลีบ นำมาซอย,พริกขี้หนูสวน 5-6 เม็ด นำมาซอย,กะปิ 1 ช้อนชา,น้ำปลา 1 ช้อนโต๊ะ,น้ำตาลปี๊บ 1 ช้อนชา,ใบมะกรูดซอย 3 ใบ,น้ำเปล่า 2 ช้อนโต๊ะ,นำมันพืชสำหรับทอดปลา ปริมาณท่วมตัวปลา,น้ำมันพืช สำหรับผัด 2 ช้อนโต้ะ,,,,,,,,,,,,
46, ผัด,น้ำพริกผัดทูน่า,เนื้อปลาทูน่ากระป๋อง 2 กระป๋อง,พริกแห้งเม็ดใหญ่ 5-10 เม็ด,กระเทียม 4-5 กลีบ,หัวหอมแดง  2 หัว,ถั่วลิสงคั่ว 2 ช้อนโต้ะ โขรกแบบหยาบๆ,น้ำมะขามเปียก 1 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,เกลือป่น 1 ช้อนชา,ผักสดๆ สำหรับทานเป็นผักเคียงกับน้ำพริก เช่น แตงกวา มะเขือเปาะ เป็นต้น,,,,,,,,,,,,,,,,,
47, ผัด,ปลาบึกผัดฉ่า,เนื้อปลาบึก หั่นเป็นชิ้นขนาดพอดีคำ 1 ชาม ประมาณ 15-20 ชิ้น,น้ำตาลทราย 1 ช้อนชา,น้ำปลา 1 ช้อนโต้ะ,ซอสน้ำมันหอย 1 ช้อนโต้ะ,ใบมะกรูดฉีก 3-4 ใบ,กระชาย หั่นเป็นฝอย 2 ช้อนโต้ะ,ใบโหระพา 5-10 ใบ,กระเทียมสดบด 1 ช้อนชา,พริกหยวกเขียว หั่นเฉียงยาวๆ 1 ลูก,พริกชี้ฟ้าบุบ 3-4 เม็ด,พริกขี้หนูสวนบด 1 ช้อนชา,พริกไทยอ่อน 2-3 ช่อ,น้ำมันพืชสำหรับผัด 2 ช้อนโต้ะ,,,,,,,,,,,,,
48, ผัด,ผัดเผ็ดปลาดุก,ปลาดุกรัสเซีย 1 ตัว หั่นเป็นท่อนขนาดพอดีคำ,พริกแกงเผ็ด 1 ช้อนโต้ะ,กระเทียมสดบด 1 ช้อนโต๊ะ,น้ำตาลปี๊บ 1 ช้อนโต๊ะ,น้ำปลา 1 ช้อนโต้ะ,ซอสน้ำมันหอย 1 ช้อนโต้ะ,พริกขี้หนูสวนบด 1 ช้อนโต๊ะ,กระชายหั่นฝอย 2 ช้อนโต้ะ,ใบมะกรูด ฉีก 3-4 ใบ,ใบโหระพา 1 หยิบมือ,ใบกระเพรา 1 หยิบมือ,น้ำมันพืช สำหรับผัด 2 ช้อนโต๊ะ,พริกไทยอ่อน 1 ช้อนโต้ะ,,,,,,,,,,,,,
49, ผัด,ปลาช่อนผัดคื่นฉ่าย,ปลาช่อน 1 ตัว,เต้าเจี๊ยวบด 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,ซอสน้ำมันหอย 1 ช้อนโต้ะ,ขิงซอย 2 ช้อนโต้ะ,คื่นฉ่าย หั่นเป็นท่อน 2 ต้น,ต้นหอม หั่นเป็นท่อน 1 ต้น,น้ำตาลทราย 1 ช้อนชา,น้ำซุปกระดูกหมู 2 ช้อนโต้ะ,กระเทียม บด 1 ช้อนชา,พริกขี้หนูสวน ซอยเฉียงๆ 2 เม็ด,แป้งข้าวโพด 1 ถ้วย,น้ำมันสำหรับทอดปลา 1 ถ้วย ปริมาณท่วมเนื้อปลา,น้ำมันพืชสำหรับผัด 2 ช้อนโต้ะ,,,,,,,,,,,,
50, ผัด,ปลาทับทิมผัดขมิ้นขาว,เนื้อปลาทับทิม หั่นเป็นลูกเต๋า 1 ตัว,น้ำมันพืช สำหรับทอดปลา,เกลือ 1 ช้อนชา,ขมิ้นเหลือง บด 2 ช้อนโต้ะ,กระเทียมบด 1 ช้อนโต้ะ,แป้งข้าวโพด 2 ช้อนโต้ะ,ซอสถั่วเหลือง 2 ช้อนโต้ะ,ซอสน้ำมันหอย 1 ช้อนโต้ะ,น้ำตาล 1 ช้อนชา,ขมิ้นขาว ซอยเป็นเส้น 5 ช้อนโต้ะ,ต้นหอม ซอยหนาๆ 2 ต้น,พริกชี้ฟ้า ซอยเฉียงๆ 1 ช้อนโต้ะ,เห็ดหอม ซอยเป็นเส้น 2 ช้อนโต้ะ,,,,,,,,,,,,,
51, ผัด,ลูกชิ้นปลาผัดเผ็ด,เนื้อปลาอินทรีย์ 1 ถ้วย,เกลือ 1 ช้อนชา,พริกไทยป่น 1 ช้อนชา,พริกเหลือง 1 ช้อนโต้ะ,พริกชี้หนูสวนซอยเฉียง 2 ช้อนโต้ะ,กระเทียม 1 ช้อนชา,ข่าซอย 1 ช้อนชา,กระชายซอยเป็นเส้น 1 ช้่อนโต้ะ,พริกไทยสด 1 ช้อนโต้ะ,ใบกระเพรา 1 กำมือ,น้ำปลา 1 ช้อนโต้ะ,น้ำตาล 1 ช้อนชา,กะปิ 1 ช้อนชา,มะเขือเปรอะหั่นเป็นชิ้นพอคำ 2 ลูก,น้ำมันพืช 2 ช้อนโต้ะ,,,,,,,,,,,
52, ผัด,ปลากระพงทอดคั่วพริกเกลือ,ปลากระพง 1 ตัว,กระเทียมบด 2 ช้อนโต้ะ,พริกชี้ฟ้าบด 2 ช้อนโต้ะ,เกลือ 1 ช้อนชา,แป้งทอดอเนกประสงค์ 1 จาน,น้ำมันปาล์ม 1 ถ้วย สำหรับทอดปลา,น้ำตาลทราย 1 ช้อนโต้ะ,พริกไทยป่น 1 ช้อนโต้ะ,กระเทียมเจียว 2 ช้อนโต้ะ,,,,,,,,,,,,,,,,,
53, ผัด,ผัดชะอมปลาชอนทอดกรอบ,ยอดผักชะอม 1 จาน,กระเทียม บด 2 ช้อนชา,พริก บด 2 ช้อนชา,เนื้อปลาช่อน หั่นเป็นชิ้นพอคำ 1 จาน,ซอสปรุงรส 1 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนชา,เต้าเจี้ยว 1 ช้อนโต้ะ,แป้งข้าวโพด 2 ช้อนโต้ะ,น้ำมันสำหรับทอดและผัด,เกลือ 1 ช้อนชา,ซอสน้ำมันหอย 1 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนชา,น้ำปลา 1 ข้อนชา,,,,,,,,,,,,,
54, ผัด,ผัดมะระปลาเค็ม,เนื้อปลาอินทรีย์เค็ม หั่นเป็นชิ้นลูกเต๋า 5 ช้อนโต้ะ,มะระจีน ซอยเป็นชิ้นพอคำ 1 จาน,ซอสน้ำมันหอย 2 ช้อนโต้ะ,กระเทียม บด 2 ช้อนโต้ะ,พริกสด ซอยเฉลียง 2 ช้อนโต้ะ,น้ำซุป 5 ช้อนโต้ะ,เกลือ 3 ช้อนโต้ะ,น้ำมันพืช สำหรับทอดและผัด,,,,,,,,,,,,,,,,,,
55, ผัด,แกงคั่วแห้งกุ้งมะพร้าวอ่อนใบชะพลู    ,พริกแห้ง 2 ช้อนโต้ะ,เกลือ 1 ช้อนชา,ข่า ซอย 2 ช้อนโต้ะ,ตะไคร้ ซอย 2 ช้อนโต้ะ,พริกสด 2 ช้อนโต้ะ,พริกไทยแห้ง 1 ช้อนโต้ะ,กระเทียม 1 ช้อนโต้ะ,ขมิ้นสวน ซอย 1 ช้อนโต้ะ,กะปิ 1 ช้อนโต้ะ,ผิวมะกรูด 1 ช้อนโต้ะ,หัวกะทิ 1 ถ้วยตวง,น้ำตาลปี๊บ 1 ช้อนโต้ะ,เกลือ 1 ช้อนชา,น้ำปลา 1 ช้อนโต้ะ,กุ้งแชบ๋วย 8 – 10 ตัว ( แกะเปลือกและผ่านหลัง ),เนื้อมะพร้าวอ่อน 4 ช้อนโต้ะ,ใบชะพลู 5-10 ใบ,,,,,,,,,
56, ผัด,ปลาช่อนจู่ขิง,เนื้อปลาช่อน ขนาดพอคำ 1 จาน,น้ำมัน สำหรับทอดและผัด,น้ำซุป 1 ถ้วย,ต้นหอม หั่นหยาบๆ 3 ช้อนโต้ะ,ขิง ซอย 3 ช้อนโต้ะ,พริกไทยป่น 1 ช้อนโต้ะ,กระเทียม บด 1 ช้อนโต้ะ,เต้าเจี้ยว บด 2 ช้อนโต้ะ,,,,,,,,,,,,,,,,,,
57, ผัด,พาสต้าโอโคโนมิยากิ,เส้นพาสต้า 1 ถ้วย,หมูสับ 2 – 3 ชิ้น,ไส้กรอกหมู หั่นเป็นชิ้นพอคำ 5 – 10 ชิ้น,หอมหัวใหญ่ สับ 3 ช้อนโต้ะ,ซอสมะเขือเทศ 3 ช้อนโต้ะ,โอโคโนมิยากิ ( Okonomiyaki ) 3 ช้อนโต้ะ,นมค้นจืด 2 ช้อนโต้ะ,น้ำตาล 2 ช้อนชา,เกลือ 1 ช้อนชา,พริกสด หั่นบางๆ 1 ช้อนโต๊ะ,ชีส ขูดฝอย 1 ช้อนโต๊ะ,แครอท หั่นลูกเต๋า 2 ช้อนโต้ะ,,,,,,,,,,,,,,
58, ผัด,ผัดเปรี้ยวหวานปลา,ปลานิล 1 ตัว แล่เนื้อปลาและหั่นเป็นชิ้นขนาดพอดีคำ,แป้งข้าวโพด 1 ช้อนโต้ะ,มะเขือเทศ 1 ลูก หั่นเป็นชิ้นขนาดพอดีคำ,พริกหวาน 1 ลูก หั่นเป็นชิ้น,พริกหยวกสีต่างๆ นำมาหั่นเป็นชั้นขนาดพอดีคำ,หอมหัวใหญ่ ครื่งลูก หั้นเป็นชิ้นใหญ่ๆ,กระเทียม 2 กลีบ บดให้ละเอียด,ต้นหอม 1 ต้น หั่นหยาบๆ,แครอท หั่นเป็นลูกเต๋า 2 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนโต๊ะ,ซอสมะเขือเทศ 1 ช้อนโต๊ะ,ซอสพริก 2 ช้อนโต๊ะ,น้ำปลา 1 ช้อนโต๊ะ,น้ำปล่า 1 ช้อนโต๊ะ,น้ำมันพืชสำหรับผัดและทอด,,,,,,,,,,,
59, ผัด,ปลากะพงผัดพริกไทยดำ,เนื้อปลากระพง หั่นเป็นชิ้นพอคำ 1 ตัว,พริกหยวกสด หั่นเป้นชิ้น 2 เม็ด,หอมหัวใหญ่ ซอย 2 ช้อนโต้ะ,ต้นหอม ซอยหยาบ 1 ต้น,กระเทียม บด 1 ช้อนโต้ะ,ซอสหอยนางรม 1 ช้อนโต้ะ,น้ำตาล 1 ช้อนชา,ซอสถั่วเหลือง 1 ช้อนโต้ะ,พริกไทยดำ บด 1 ช้อนชา,,,,,,,,,,,,,,,,,
60, ผัด,ปลาสลิดกรอบผัดพริกแกง,ปลาสลิด หั่นเป็นชิ้น 1 ตัว,พริกแกงเผ็ด 1 ช้อนดต้ะ,น้ำปลา 1 ช้อนโต้ะ,น้ำตาลปี๊บ 1/2 ช้อนโต้ะ,กะทิ 2 ช้อนโต้ะ,ถั่วฝักยาว ซอย 2 ช้อนโต้ะ,ใบมะกรูด ซอย 1 ช้อนโต้ะ,น้ำมัน สำหรับทอด,กระเทียม บด 1 ช้อนชา,,,,,,,,,,,,,,,,,
61, ผัด,ผัดเผ็ดปลาดุก,ปลาดุกสด หั่นชิ้น 1 ถ้วย,กระเทียม บด 2 ช้อนโต๊ะ,น้ำตาล 1 ช้อนโต๊ะ,น้ำมันหอย 1 ช้อนโต้ะ,พริกขี้หนูสวน บด 2 ช้อนโต๊ะ,กระชาย หั่นฝอย 2 ช้อนโต้ะ,ใบมะกรูด หั่น 2 ช้อนโต้ะ,ใบโหระพา 3 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต๊ะ,น้ำมันพืช สำหรับผัด 2 ช้อนโต๊ะ,พริกไทยอ่อน 1 ช้อนโต้ะ,,,,,,,,,,,,,,,
62, ผัด,ปลาช่อนผัดคื่นฉ่าย,ปลาช่อนหั่นเป็นชิ้น 1 ชาม,เต้าเจี๊ยว 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,ซอสหอยนางรม 1 ช้อนโต้ะ,ขิงซอย 2 ช้อนโต้ะ,คื่นฉ่ายหั่น 4 ช้อนโต้ะ,น้ำตาล 1 ช้อนชา,น้ำซุป 2 ช้อนโต้ะ,กระเทียมบด 1 ช้อนชา,พริกซอยยาวๆ 2 ช้อนชา,น้ำมันพืช 2 ช้อนโต้ะ,,,,,,,,,,,,,,,
63, ผัด,ข้าวผัดปลาทูน้ำพริกกะปิ,ข้าวสวย 1 ถ้วย,ไข่ไก่ 1 ฟอง,เนื้อปลาทู 1/2 ตัว,กระเทียม บด 1 ช้อนชา,ถั่วลันเตา 1 ช้อนโต้ะ,น้ำพริกกะปิ 2 ช้อนโต้ะ ,ไข่เจียวชะอม ไข่หั่นเป็นชิ้นพอคำ 2-3 ชิ้น,แตงกวา หั่นเป็นชิ้นพอคำ 2-3 ชิ้น,มะนาวฝาน 1 ชิ้น,ต้นหอม 1 ต้น,น้ำมัน 2 ช้อนโต้ะ,,,,,,,,,,,,,,,
64, ผัด,ปลาดุกผัดพริกสด,ปลาดุก 1 ตัว หั่นเป็นชิ้นขนาดพอดีคำ,พริกแกงเผ็ด 2 ช้อนโต้ะ,พริกหยวก หั่น 3 ช้อนโต้ะ,พริกขี้หนูสวน ซอยเฉียงๆ 5-10 เม็ด,ใบมะกรูด 1 ช้อนโต้ะ ซอยเป็นฝอย,ใบกะเพรา 1 กำมือ,หัวกะทิ 2 ถ้วย,น้ำเปล่า ครึ่ง ถ้วย,กระชาย 1 หัว นำมาหั่นเป็นฝอย,น้ำตาลปี๊บ 1 ช้อนโต้ะ,น้ำปลา 2 ช้อนโต้ะ,น้ำมันพืช สำรับผัด 2 ช้อนโต้ะ,,,,,,,,,,,,,,
65, ผัด,น้ำพริกปลาร้าผัด,เนื้อปลาร้า 1 ถ้วยตวง,พริกแกงเผ็ด 2 ช้อนโต้ะ,ใบมะกรูด 4 ใบนำมาซอยเป็นเส้น,ผักชีฝรั่ง 1 ต้น นำมาซอยเล็กๆ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,น้ำมันพืช 2 ช้อนโต้ะ,พริกขึ้นหนูสวน 4-5 เม็ด,ผักสดต่างๆสำหรับทานกับน้ำพริก เช่น มะเขือ ผักกาดขาว กะหล่ำปลี แตงกวา เป็นต้น,,,,,,,,,,,,,,,,,,
66, ผัด,ผัดพริกแกงไก่,เนื้อไก่ หั่นเป็นชิ้นขนาดพอดีคำ 1 จาน ประมาณ 15-20 ชิ้น,พริกแกงเผ็ด  1 ช้อนโต๊ะ,พริกชี้หนูสวนบด 1 ช้อนชา,พริกหยวกแดง หั่นเฉียงๆ 3-4 ชิ้น,ใบมะกรูด ซอยเป็นฝอย 2 ช้อนชา,กระเทียมสดบด 1 ช้อนชา,ซอสถั่วเหลือง 1 ช้อนโต๊ะ,ถั่วฝักยาว หั่นเป็นท่อนขนาดพอดีคำ 1/2 จาน ประมาณ 1 หยิบมือ,น้ำตาลปี๊บ 1/2 ช้อนโต้ะ,น้ำมันพืชสำหรับผัด 2 ช้อนโต้ะ,,,,,,,,,,,,,,,,
67, ผัด,ไก่ผัดขิง,เนื้ออกไก่ หั่นชิ้นขนาดพอดีคำ 1 จาน,ขิงอ่อน นำมาหั่นเป็นเส้นลักษณะฝอย 1/2 จาน,เห็ดหูหนู นำมาหั่นเป็นเส้น 1/2 จาน,เต้าเจี้ยวบด 1 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนชา,ซอสถั่วเปลือง 1 ช้อนโต๊ะ,ซอสน้ำมันหอย 1 ช้อนโต้ะ,พริกชี้ฟ้า หั่นเฉียง 3 เม็ด,หอมหัวใหญ่ ซอย 3 ช้อนโต๊ะ,กระเทียมสดบด 1 ช้อนชา,น้ำมันพืชสำหรับผัด 2 ช้อนโต้ะ,ต้นหอมหั่นเป็นท่อน 1 ต้น,,,,,,,,,,,,,,
68, ผัด,ผัดกระเพราไก่,เนื้อไก่สดสับเป็นชิ้นขนาดพอดี 1 จาน,กระเทียมสดบด 1 ช้อนชา,พริกขี้หนูสวนบด 1 ช้อนโต้ะ,พริกหยวก หั่นเฉียงๆ 1 ผล,ถั่วฝักยาวซอย 2 ช้อนโต้ะ,น้ำมันพืชสำหรับผัด 2 ช้อนโต๊ะ,ซอสปรุงรส 1 ช้อนโต้ะ,ซอสน้ำมันหอย 1 ช้อนโต้ะ,ซอสถั่วเหลือง 1 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนชา,ใบกะเพรา 1 หยิบมือ,แตงกวา สำหรับทานคู่กับผัดกระเพรา,,,,,,,,,,,,,,
69, ผัด,ข้าวผัดแกงเขียวหวาน,ข้าวหุงสุก 1 จาน,เนื้ออกไก่หั่นเป็นชิ้นพอคำ 10 ชิ้น,หางกะทิ 5 ช้อนโต้ะ,พริกแกงเขียวหวาน 1 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,พริกชีฟ้าหั่นดฉียงๆ 2 เม็ด,ใบโหระพา 1 หยิบมือ,มะเขือพวง 10 เม็ด,น้ำมันพืชสำหรับผัด 2 ช้อนโต้ะ,ผักสำหรับทานคู่กับข้าวผัด เช่น แตงกวา และ ต้นหอม,,,,,,,,,,,,,,,
70, ผัด,ผัดพริกแกงไก่มะละกอ,เนื้อไก่ ส่วนสะโพก หั่นเป็นชิ้นพิดีคำ 1 จาน,พริกแกงเผ็ด 2 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,ใบโพระพา 1 กำมือ,พริกชี้ฟ้าหั่นเฉียง 2 ช้อนโต้ะ,ใบมะกรูดซอย 1 ช้อนโต้ะ,มะละกอดิบสับ 1 กำมือ,น้ำมันพืช สำหรับผัด 1 ช้อนโต้ะ,,,,,,,,,,,,,,,,,
71, ผัด,ไก่ผัดเม็ดมะม่วงหิมพานต์,เนื้อไก่ ส่วนอกหั่นชิ้นขนาดพอดีคำ 1 จาน,ซอสปรุงรสสำหรับหมักไก่ 1 ช้อนโต้ะ,พริกไทยป่นสำหรับหมักไก่ 1 ช้อนโต้ะ,แป้งข้าวโพด 3 ช้อนโต้ะ,น้ำมันพืช สำหรับทอดไก่ 1 ถ้วยตวง(ปริมาณท่วมเนื้อไก่),ซอสถั่วเหลือง 2 ช้อนโต้ะ,ซอสน้ำมันหอย 2 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนโต้ะ,ไวน์แดง 1 ช้อนโต้ะ,น้ำมันพืชสำหรับผัด 2 ช้อนโต้ะ,พริกหยวกสีแดงกับสีเขียว หั่นเฉียงๆ 2 ลูก,หอมหัวใหญ่ หั่นเต๋า 2 ช้อนโต้ะ,พริกชิ้ฟ้าสด หั่นเฉียง 1 ช้อนโต้ะ,กะเทียมสดบด 1 ช้อนชา,เม็ดมะม่วงหิมพานต์ 3 ช้อนโต้ะ,พริกแห้ง 4-5 เม็ด,ต้นหอม หั่นเป็นท่อน 1 ต้น,,,,,,,,,
72, ผัด,ไก่ผัดเส้นบุกต้มยำแห้ง,เนื้ออกไก่ หั่นเป็นชิ้นพอคำ 5-10 ชิ้น,ข่า ซอย 1 ช้อนโต้ะ,ตะไคร้ ซอย 1 ช้อนโต้ะ,ใบมะกรูด 2-3 ใบ(ฉีก),หอมแดง ซอย 1 ช้อนโต้ะ,พริก บด 1 ช้อนโต้ะ,เส้นบุก 2 กำมือ,มะเขือเทศ หั่นเป็นชิ้น 1 ลูก,น้ำปลา 2 ช้อนโต้ะ,น้ำตาล 1 ช้อนโต้ะ,น้ำมะนาว 2 ช้อนโต้ะ,,,,,,,,,,,,,,,
73, ผัด,ข้าวหน้าไก่,เนื้อไก่ หั่นเป็นชิ้นขนาดพอดีคำ 1 จาน,น้ำมันงา 1 ช้อนโต้ะ,กระเทียมบด 1 ช้อนโต้ะ,ขิงสดบด 1 ช้อนโต้ะ,น้ำส้มสายชู 1 ช้อนชา,ซอสถั่วเหลือง 2 ช้อนโต้ะ,ซอสน้ำมันหอย 1 ช้อนโต้ะ,ซอสมะเขือเทศ 1 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนโต้ะ,งาคั่ว 1 ช้อนชา,ต้นหอมซอย 1 ช้อนชา,น้ำมันพืชสำหรับผัด 2 ช้อนโต้ะ,เคร่ื่องเคียง อย่าง ต้นหอม และ แตงกวา,,,,,,,,,,,,,
74, ผัด,ข้าวเห็ดหอมผัดไก่,ข้าวสวย 1 ถ้วย,เห็ดหอม แห้งหั่นเป็นชิ้นพอคำ 4-5 ดอก (แช่น้ำให้เห็ดนิ้ม),เนื้อไก่ หั่นเป็นชิ้นพอคำ 1 ถ้วย,ผงกาปิก้า 1 ช้อนชา,เกลือ 1/2 ช้อนชา,พริกไทยป่น 1/2 ช้อน,หอมใหญ่ ซอย 2 ช้อนโต้ะ,ถัวลันเตา 2 ช้อนโต้ะ,ซอสถั่วเหลือง 1 ช้อนโต้ะ,น้ำตาล 1 ช้อนชา,น้ำมันพืช 3 ช้อนโต้ะ,,,,,,,,,,,,,,,
75, ผัด,ผัดไก่เสฉวน,น้ำมันรำข้าว 1 ช้อนโต้ะ,เนื้อไก่ หั่นเป็นชิ้นพอคำ 1 จาน,ซอสถั่วเหลือง 2 ช้อนโต้ะ,น้ำส้มสายชู 1 ช้อนโต้ะ,ซอสพริก 1 ช้อนโต้ะ,แป้งข้าวโพด 1 ช้อนโต้ะ,เกลือ 1/4 ช้อนชา,พริกหยวกสีเขียวกับสีเหลือง หั่นเป็นเส้น อย่างละ 1 ลูก,ถั่วลันเตา 5-10 ฝัก,หอมใหญ่ ซอย 2 ช้อนโต้ะ,ขิง ซอย 1 ช้อนโต้ะ,กระเทียม บด 1 ช้อนชา,ต้นหอม ซอย 1 ช้อนโต้ะ,,,,,,,,,,,,,
76, ผัด,ไก่ผัดถั่วลิสง,เนื้อไก่ส่วนอก หั่นเป็นชิ้นพอคำ 1 จาน,น้ำมันถั่วลิสง 2 ช้อนโต้ะ,พริกแห้ง หั่นเป็นท่อนเอาเม็ดออก 1 ทัพพี,หอมซอย หยาบๆ 2 ช้อนโต้ะ,ขิง ซอย 1 ช้อนโต้ะ,กระเทียม บด 1 ช้อนโต้ะ,ถั่วลิสง คั่ว 3 ช้อนโต้ะ,ซอสถั่วเหลือง 1 ช้อนโต๊ะ,เหล้าจีน 1 ช้อนโต้ะ,แป้งข้าวโพด 1 ช้อนโต้ะ,ซอสจิ๊กโฉ่ 2 ช้อนโต้ะ,ซอสถั่วเหลือง  2 ช้อนโต๊ะ,ซอสฮอยซิน 2 ช้อนโต๊ะ,น้ำมันงา 2 ช้อนโต๊ะ,น้ำตาล 2 ช้อนโต๊ะ,แป้งข้าวโพด 1 ช้อนโต้ะ,พริกเสฉวน 1 ช้อนโต๊ะ,,,,,,,,,
77, ผัด,ข้าวผัดอเมริกัน,ข้าวหอมมะลิหุงสุก 1 ถ้วย,หอมใหญ่ หั้นสี่เหลี่ยม 2 ช้อนโต้ะ,ไส้กรอกหมูหั่นเป็นชิ้นพอคำ 1 ถ้วย,ไข่ดาวไม่สุก 1 ฟอง,น่องไก่ทอด 2 ชิ้น,ลูกเกต 1 ช้อนโต้ะ,ถั่วลันเตา 1 ช้อนโต้ะ,ซอสมะเขือเทศ 1 ช้อนโต้ะ,ซอสปรุงรส 1/2 ช้อนโต้ะ,น้ำตาล 1 ช้อนชา,น้ำมันพืช 1 ช้อนโต้ะ,,,,,,,,,,,,,,,
78, ผัด,ไก่กะปิ,เนื้อไก่ หั่นเป็นชิ้นพอคำ 1 ถ้วย,กะปิ 1 ช้อนโต้ะ,กระเทียม บด 1 ช้อนโต้ะ,พริกสด ซอย 1 ช้อนโต้ะ,ใบมะกรูด ซอย 1 ช้อนชา,ใบโหระพา 2 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,น้ำตาลปี๊บ 2 ช้อนโต้ะ,น้ำมันพืช สำหรับผัด 3 ช้อนโต้ะ,,,,,,,,,,,,,,,,,
79, ผัด,ปีกไก่คั่วพริกเกลือ,ปีกกลางไก่ 10-15 ชิ้น,ซอสปรุงรส 1 ช้อนโต๊ะ,น้ำตาลทราย 1 ช้อนชา,แป้งสำหรับทอดกรอบ 2 ช้อนโต๊ะ,พริกไทยป่น 1 ช้อนชา,กระเทียม 3-4 กลีบ ซอยละเอียด,พริกขี้หนูสวน 4-5 เม็ด ซอยเป็นชิ้นเล็กๆ,รากผักชีบดละเอียด 2 ราก,เกลือป่น 1 ช้อนชา,ต้นหอมซอย 1 ต้น,น้ำมันพืชสำหรับทอด และ ผัด,,,,,,,,,,,,,,,
